employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
69713,Sales & Marketing,region_22,Bachelors,m,sourcing,1,53,1.0,7,0,0,51
65120,Sales & Marketing,region_2,Bachelors,f,other,1,39,5.0,9,0,0,47
23123,Technology,region_24,Masters & above,m,sourcing,1,35,3.0,7,0,0,82
10371,Procurement,region_7,Masters & above,m,other,1,31,3.0,2,0,0,71
5328,Operations,region_16,Bachelors,f,sourcing,1,31,3.0,2,1,0,57
34600,Sales & Marketing,region_2,Bachelors,f,other,1,33,5.0,4,1,0,50
35775,HR,region_17,Bachelors,f,sourcing,1,34,3.0,3,1,0,49
69214,Procurement,region_20,Masters & above,f,other,1,35,1.0,7,1,0,69
39479,Technology,region_2,Bachelors,m,other,1,33,3.0,3,0,0,77
49285,Sales & Marketing,region_7,Masters & above,m,other,2,40,1.0,6,1,0,49
64055,Sales & Marketing,region_32,Bachelors,m,sourcing,1,33,5.0,6,0,0,52
75457,Technology,region_7,Bachelors,f,other,1,26,,1,0,0,78
12875,Sales & Marketing,region_22,Bachelors,m,sourcing,1,40,2.0,5,0,0,50
32313,Sales & Marketing,region_15,Bachelors,m,sourcing,4,30,1.0,2,1,0,52
16287,Procurement,region_22,Bachelors,m,other,2,29,1.0,2,0,0,70
61753,Sales & Marketing,region_22,Masters & above,m,other,1,35,4.0,9,0,0,49
11880,Legal,region_13,Masters & above,m,sourcing,1,38,4.0,7,0,0,64
17288,Finance,region_28,Bachelors,m,sourcing,1,30,3.0,7,1,1,55
39017,Analytics,region_28,Bachelors,m,sourcing,1,36,5.0,7,0,0,83
23416,Operations,region_28,Bachelors,m,other,1,29,3.0,6,1,0,60
30480,Sales & Marketing,region_28,Masters & above,m,other,1,39,4.0,5,1,0,43
20597,HR,region_32,Below Secondary,m,other,1,24,4.0,2,0,0,51
66433,Sales & Marketing,region_9,,m,other,1,29,4.0,2,0,0,51
59716,Sales & Marketing,region_2,Bachelors,f,referred,1,32,5.0,5,0,0,48
46677,R&D,region_7,Masters & above,m,other,4,36,5.0,3,1,0,84
61124,Sales & Marketing,region_7,Bachelors,f,sourcing,1,39,2.0,10,0,0,51
51869,Sales & Marketing,region_22,Bachelors,m,sourcing,3,26,1.0,3,0,0,49
62038,Legal,region_31,Bachelors,m,other,1,31,5.0,6,1,0,62
16696,Sales & Marketing,region_21,Masters & above,m,sourcing,1,33,1.0,5,0,0,49
62431,Operations,region_4,Bachelors,f,sourcing,1,33,4.0,7,1,0,61
52527,Operations,region_19,Masters & above,m,sourcing,1,34,3.0,9,0,0,60
63177,Analytics,region_22,Bachelors,m,sourcing,2,26,4.0,3,0,0,86
5324,Procurement,region_15,,m,sourcing,1,34,1.0,7,0,0,70
64724,Sales & Marketing,region_23,Masters & above,m,sourcing,1,38,5.0,2,0,0,53
72743,Analytics,region_6,Bachelors,m,sourcing,1,34,5.0,5,1,0,86
45827,Analytics,region_28,Bachelors,m,sourcing,1,40,3.0,6,1,0,87
13375,Operations,region_23,Masters & above,m,other,3,39,3.0,7,0,0,62
7195,Sales & Marketing,region_26,Bachelors,m,other,2,35,1.0,6,0,0,51
60526,Finance,region_22,Masters & above,m,sourcing,3,34,5.0,3,1,0,58
25382,Sales & Marketing,region_29,Bachelors,m,other,1,27,3.0,4,0,0,46
43887,Sales & Marketing,region_2,Masters & above,f,sourcing,1,56,1.0,7,0,0,51
35487,Sales & Marketing,region_7,Masters & above,m,other,1,50,3.0,19,0,0,45
49930,Procurement,region_32,Bachelors,m,other,1,33,3.0,8,0,0,64
48687,Legal,region_22,Bachelors,m,other,1,34,5.0,5,1,0,57
18743,Sales & Marketing,region_25,Bachelors,f,sourcing,1,27,,1,0,0,48
24538,Operations,region_12,Bachelors,f,sourcing,1,30,5.0,10,1,0,60
75143,Procurement,region_11,Bachelors,m,sourcing,1,40,2.0,6,1,0,71
48176,Technology,region_2,Masters & above,m,other,1,42,3.0,6,0,0,75
25398,Procurement,region_2,Bachelors,m,other,1,30,2.0,2,0,0,70
26477,Technology,region_23,Bachelors,f,sourcing,1,33,3.0,5,0,0,78
5588,Analytics,region_7,Bachelors,m,other,1,33,5.0,4,1,0,85
51625,Sales & Marketing,region_24,Bachelors,m,sourcing,1,29,1.0,2,0,0,51
44719,Operations,region_6,Bachelors,m,other,1,28,,1,0,0,60
35589,Sales & Marketing,region_2,Bachelors,m,other,1,57,1.0,7,0,0,51
71547,Operations,region_15,Bachelors,m,other,1,29,3.0,4,0,0,58
11149,Procurement,region_4,Masters & above,f,other,1,38,5.0,5,1,0,67
24256,R&D,region_7,Masters & above,m,other,1,38,5.0,9,1,0,87
28651,Procurement,region_13,Bachelors,m,other,1,38,5.0,4,0,1,79
198,Procurement,region_13,Bachelors,f,other,1,29,3.0,4,1,0,71
19034,Analytics,region_2,Bachelors,m,other,1,55,4.0,23,0,0,91
2230,Legal,region_22,Bachelors,m,referred,2,31,,1,0,0,56
12364,Operations,region_22,Below Secondary,m,other,1,26,4.0,2,1,1,73
67311,Analytics,region_28,Masters & above,m,sourcing,2,31,4.0,3,0,0,84
15187,Finance,region_27,Bachelors,m,other,1,26,3.0,2,0,0,64
33867,Operations,region_22,Bachelors,m,sourcing,2,34,5.0,4,1,0,60
71709,Sales & Marketing,region_9,Bachelors,m,sourcing,1,30,4.0,5,0,0,51
13089,Sales & Marketing,region_26,Bachelors,f,other,1,23,2.0,2,0,0,49
24052,Finance,region_2,Bachelors,m,sourcing,1,55,3.0,3,0,0,62
49437,Analytics,region_1,Bachelors,m,other,2,28,4.0,4,0,0,80
63541,Finance,region_2,Bachelors,m,sourcing,1,31,5.0,2,0,0,60
43465,HR,region_22,Bachelors,f,other,1,30,3.0,3,1,0,49
65232,Technology,region_2,Bachelors,m,referred,1,34,5.0,8,1,0,81
1874,Finance,region_2,Masters & above,f,other,1,43,3.0,6,0,0,55
18581,Procurement,region_15,Bachelors,f,sourcing,1,33,5.0,7,1,0,68
45482,Sales & Marketing,region_17,Bachelors,m,other,1,33,3.0,6,0,0,48
19098,Analytics,region_15,Bachelors,m,other,1,31,4.0,4,0,1,85
48477,Analytics,region_2,Masters & above,m,other,2,42,5.0,12,1,0,82
22585,Procurement,region_15,Masters & above,m,other,1,45,3.0,4,1,0,68
28027,Technology,region_7,Bachelors,m,sourcing,1,29,4.0,2,1,0,78
11270,Sales & Marketing,region_25,Masters & above,m,other,3,33,3.0,3,0,0,48
71823,Sales & Marketing,region_15,Bachelors,f,sourcing,1,27,3.0,4,0,0,50
26062,Finance,region_29,Bachelors,m,other,1,38,5.0,2,1,0,61
14738,Finance,region_22,Bachelors,m,other,2,29,3.0,4,0,0,61
43068,Procurement,region_2,Bachelors,m,sourcing,2,55,4.0,13,1,0,72
50801,Procurement,region_2,,f,sourcing,1,31,1.0,6,0,0,69
18700,Technology,region_2,Masters & above,f,sourcing,1,32,3.0,4,1,0,83
60600,Legal,region_2,Bachelors,f,sourcing,1,38,1.0,3,0,0,65
10613,Analytics,region_20,Bachelors,m,sourcing,1,27,4.0,5,0,0,86
21144,Sales & Marketing,region_28,Bachelors,m,sourcing,1,26,,1,1,0,47
21401,Sales & Marketing,region_22,Masters & above,m,sourcing,2,35,1.0,9,0,0,48
8264,Sales & Marketing,region_2,,m,other,1,29,3.0,2,0,0,52
23139,Sales & Marketing,region_27,Bachelors,m,other,1,25,4.0,3,0,0,53
55490,Finance,region_22,Bachelors,f,sourcing,1,28,4.0,2,1,0,59
71842,Operations,region_13,Masters & above,f,sourcing,1,36,3.0,7,1,0,59
44797,Sales & Marketing,region_19,Bachelors,m,other,1,39,1.0,8,0,0,51
10204,Finance,region_31,Bachelors,m,other,1,38,5.0,10,1,0,64
338,Operations,region_32,Bachelors,f,sourcing,1,38,5.0,10,1,0,57
32530,Technology,region_2,Below Secondary,f,other,1,26,2.0,5,0,0,75
54413,Sales & Marketing,region_4,Bachelors,m,other,1,44,5.0,14,0,0,51
63565,Technology,region_2,Masters & above,m,sourcing,1,38,4.0,8,1,0,76
70300,HR,region_22,Bachelors,f,sourcing,2,23,,1,0,0,50
26949,Analytics,region_22,Bachelors,m,other,1,34,2.0,3,0,0,84
4936,Sales & Marketing,region_8,Bachelors,m,other,1,28,5.0,2,0,0,51
68512,Sales & Marketing,region_2,Bachelors,f,sourcing,1,47,3.0,14,0,0,51
38604,Sales & Marketing,region_31,Bachelors,m,other,1,49,4.0,2,0,0,48
25594,Operations,region_15,Masters & above,f,other,1,34,4.0,4,1,0,58
46558,Technology,region_9,Bachelors,m,other,1,28,3.0,2,0,0,74
12523,Operations,region_4,Bachelors,m,other,1,29,4.0,4,1,0,59
4531,Procurement,region_2,Bachelors,m,sourcing,1,58,2.0,7,0,0,71
59105,Operations,region_31,Bachelors,m,sourcing,1,33,5.0,8,1,0,57
15776,Procurement,region_2,Masters & above,f,other,1,34,3.0,7,1,0,66
36534,Technology,region_15,Bachelors,m,sourcing,3,29,4.0,5,1,0,80
18808,Sales & Marketing,region_16,Masters & above,m,sourcing,1,38,5.0,10,0,0,49
59547,Sales & Marketing,region_30,Bachelors,m,other,1,32,3.0,6,0,0,51
36301,Technology,region_2,Bachelors,f,other,2,43,4.0,7,0,0,80
61361,Procurement,region_15,Masters & above,m,sourcing,1,42,3.0,4,0,0,71
41754,Procurement,region_2,Below Secondary,f,sourcing,1,20,3.0,2,1,0,71
15177,Sales & Marketing,region_6,Bachelors,f,other,1,39,4.0,2,1,0,52
29339,Technology,region_26,,m,other,1,35,5.0,10,1,0,83
14672,Analytics,region_4,Masters & above,m,other,1,35,2.0,7,1,0,84
2680,Sales & Marketing,region_2,,m,sourcing,1,25,,1,0,0,55
56452,Procurement,region_31,Masters & above,f,other,1,32,2.0,7,0,0,72
2638,Sales & Marketing,region_1,Bachelors,f,other,1,27,5.0,5,1,0,51
49080,HR,region_4,Bachelors,m,sourcing,1,31,1.0,7,1,0,51
55701,HR,region_13,Masters & above,m,other,1,35,3.0,8,0,0,51
36677,Technology,region_2,Bachelors,m,other,1,25,,1,0,0,81
40823,Technology,region_7,Masters & above,f,other,1,39,4.0,4,0,0,85
72550,Procurement,region_27,Bachelors,m,other,1,29,3.0,4,0,0,73
34573,Technology,region_22,Bachelors,m,referred,2,27,4.0,3,1,0,78
60785,Sales & Marketing,region_1,Bachelors,m,sourcing,1,30,,1,0,0,48
38522,Operations,region_17,Bachelors,f,sourcing,1,35,5.0,8,1,0,87
41978,Analytics,region_24,Bachelors,m,other,1,29,3.0,6,0,0,83
72492,Operations,region_22,Bachelors,m,other,1,39,1.0,5,0,0,55
76703,Operations,region_2,Bachelors,f,other,2,32,5.0,5,1,0,63
30789,HR,region_2,Masters & above,f,referred,1,40,5.0,10,1,0,48
1769,Sales & Marketing,region_28,Bachelors,m,sourcing,2,37,1.0,2,0,0,45
75252,Operations,region_2,Bachelors,f,other,1,54,5.0,4,0,0,73
10566,Sales & Marketing,region_15,Bachelors,m,other,1,37,5.0,2,0,0,51
7266,Operations,region_32,Bachelors,m,sourcing,1,29,3.0,3,0,0,60
69509,Sales & Marketing,region_16,Masters & above,m,other,1,40,4.0,10,0,0,48
34076,Technology,region_22,Bachelors,f,referred,1,29,5.0,5,1,0,75
70545,Sales & Marketing,region_9,,m,other,1,30,5.0,2,0,0,48
77291,Sales & Marketing,region_2,,m,sourcing,1,32,3.0,3,0,0,46
39257,Operations,region_7,Masters & above,f,sourcing,1,35,5.0,3,1,1,87
32320,Sales & Marketing,region_22,Bachelors,m,sourcing,1,28,5.0,5,1,0,50
5101,Operations,region_2,Bachelors,f,other,1,31,,1,0,0,95
24652,Procurement,region_2,Bachelors,m,other,1,51,2.0,5,0,0,70
55437,Sales & Marketing,region_29,Bachelors,m,sourcing,2,33,1.0,8,0,0,53
19048,Technology,region_11,Masters & above,m,other,1,51,2.0,18,0,0,74
8427,HR,region_2,Bachelors,m,sourcing,2,37,5.0,10,0,0,48
61340,HR,region_30,Bachelors,m,other,1,27,5.0,2,1,0,45
19580,R&D,region_15,Masters & above,m,other,1,31,,1,1,0,88
49536,Operations,region_19,Bachelors,f,sourcing,1,41,5.0,3,1,0,56
42749,Operations,region_2,Bachelors,m,sourcing,1,45,4.0,3,0,0,63
73477,Sales & Marketing,region_14,Bachelors,m,other,1,23,3.0,1,0,0,48
44241,Procurement,region_2,Bachelors,f,other,1,40,1.0,14,0,0,69
3571,Technology,region_13,Bachelors,f,other,1,39,3.0,4,1,0,77
40185,Analytics,region_5,Masters & above,m,sourcing,1,39,3.0,6,0,0,85
57150,Operations,region_13,Bachelors,f,sourcing,1,29,,1,1,0,62
30569,Operations,region_9,Bachelors,m,other,1,32,1.0,4,0,0,63
72856,Operations,region_8,Bachelors,f,other,1,44,3.0,3,0,0,58
73468,Sales & Marketing,region_31,Bachelors,m,other,3,34,1.0,9,0,0,46
57297,Operations,region_29,Bachelors,m,sourcing,1,28,4.0,2,1,0,61
75753,HR,region_2,Masters & above,m,sourcing,1,55,3.0,3,0,0,52
34283,Sales & Marketing,region_22,Bachelors,m,sourcing,1,33,2.0,3,0,0,48
7959,Sales & Marketing,region_17,Bachelors,m,sourcing,1,28,4.0,5,1,0,45
63489,Technology,region_23,Masters & above,m,other,2,34,3.0,8,0,0,80
51264,Sales & Marketing,region_2,,m,sourcing,1,44,5.0,4,0,0,49
59029,Operations,region_32,Bachelors,m,sourcing,1,33,3.0,7,0,0,60
43409,Technology,region_17,Masters & above,f,sourcing,2,36,3.0,2,0,0,80
68025,Procurement,region_2,Masters & above,m,sourcing,5,40,3.0,10,0,0,70
60066,Operations,region_22,Bachelors,m,other,1,31,5.0,4,1,0,94
48822,Procurement,region_17,Masters & above,f,other,1,35,4.0,3,1,1,69
66808,Procurement,region_2,Bachelors,m,other,1,29,3.0,3,0,0,73
67141,Sales & Marketing,region_32,Bachelors,m,other,1,32,3.0,4,0,0,49
16863,Procurement,region_27,Bachelors,m,other,2,26,3.0,4,0,0,69
61344,Sales & Marketing,region_2,Bachelors,m,other,1,52,3.0,4,0,0,46
34326,Sales & Marketing,region_19,Bachelors,m,other,1,42,2.0,7,0,0,55
44706,Analytics,region_29,Bachelors,m,sourcing,1,38,3.0,3,0,0,84
35232,Sales & Marketing,region_33,Masters & above,m,sourcing,1,36,3.0,4,0,0,49
24489,Sales & Marketing,region_15,Bachelors,m,referred,1,29,5.0,6,1,0,55
71266,R&D,region_22,Masters & above,m,sourcing,2,31,5.0,8,1,0,89
34371,Technology,region_2,Masters & above,m,other,2,45,5.0,15,0,0,75
48286,Procurement,region_4,Masters & above,m,other,1,42,5.0,7,1,0,69
32815,Operations,region_11,Masters & above,m,other,1,39,2.0,9,0,0,59
43819,Sales & Marketing,region_31,Bachelors,f,sourcing,1,26,1.0,2,0,0,50
76981,Sales & Marketing,region_19,Bachelors,m,other,1,37,1.0,7,1,0,52
70335,Analytics,region_19,Bachelors,m,other,1,36,5.0,8,0,0,85
48540,HR,region_22,Masters & above,f,other,1,31,5.0,4,0,0,59
16770,Technology,region_2,Masters & above,m,sourcing,1,54,4.0,18,1,0,77
41719,Operations,region_7,Bachelors,f,other,2,36,5.0,7,1,0,64
50830,Operations,region_30,Bachelors,m,other,2,32,,1,0,0,59
71381,Sales & Marketing,region_19,Bachelors,m,sourcing,2,35,3.0,5,0,0,51
29155,Operations,region_16,Masters & above,f,other,1,41,1.0,2,1,0,56
61787,Technology,region_11,Bachelors,m,sourcing,1,30,4.0,4,1,0,83
19695,Finance,region_2,Bachelors,f,other,1,30,5.0,4,1,0,56
72686,Analytics,region_7,Bachelors,m,sourcing,1,51,5.0,9,1,0,85
72809,Sales & Marketing,region_22,,m,sourcing,1,26,,1,0,0,49
64072,Operations,region_2,Bachelors,f,other,3,30,,1,1,0,62
72187,Analytics,region_4,Masters & above,m,other,1,36,3.0,4,1,0,86
46808,Legal,region_26,Bachelors,m,other,1,30,1.0,2,0,0,59
40207,Finance,region_2,Masters & above,f,sourcing,2,39,3.0,5,0,0,64
44463,Analytics,region_2,Masters & above,m,other,1,55,3.0,28,0,0,83
33865,Analytics,region_7,Bachelors,m,sourcing,1,37,3.0,10,0,0,89
3886,Sales & Marketing,region_2,Bachelors,m,other,2,36,4.0,8,0,0,45
33473,Sales & Marketing,region_2,Bachelors,m,sourcing,2,31,1.0,6,0,0,50
29149,Operations,region_11,,f,sourcing,1,30,5.0,7,1,0,57
5652,Sales & Marketing,region_7,Bachelors,m,other,1,40,3.0,2,0,0,68
17731,Operations,region_11,Bachelors,f,other,1,30,5.0,6,1,0,60
13466,Operations,region_15,Bachelors,m,sourcing,1,43,4.0,16,0,0,59
24487,Technology,region_23,Masters & above,f,other,1,37,5.0,3,1,0,81
74160,Sales & Marketing,region_24,Bachelors,m,sourcing,1,31,2.0,2,0,0,50
35617,Finance,region_15,Bachelors,m,other,1,30,3.0,2,1,0,63
57413,Technology,region_5,Masters & above,m,sourcing,1,48,3.0,5,1,0,76
40549,Technology,region_5,Bachelors,m,other,1,38,4.0,4,0,0,79
59338,Analytics,region_23,Masters & above,m,sourcing,3,33,2.0,3,0,0,90
59084,Analytics,region_2,Masters & above,f,other,1,42,5.0,13,1,0,85
28427,Analytics,region_7,Bachelors,m,sourcing,1,40,5.0,14,1,0,82
70067,HR,region_2,Below Secondary,m,sourcing,3,26,3.0,2,0,0,46
51464,Procurement,region_26,Bachelors,m,sourcing,1,33,3.0,7,0,0,81
58000,Operations,region_7,Masters & above,m,other,1,43,3.0,15,0,0,63
29702,Sales & Marketing,region_11,Bachelors,m,other,1,38,5.0,10,0,0,50
10820,HR,region_2,Bachelors,f,referred,1,31,5.0,2,0,0,50
10987,Sales & Marketing,region_32,,f,sourcing,1,27,3.0,2,0,0,50
61851,Sales & Marketing,region_33,Bachelors,m,sourcing,1,33,5.0,5,1,0,55
61934,Procurement,region_30,Bachelors,f,other,1,29,5.0,3,1,0,68
5611,Sales & Marketing,region_2,Masters & above,m,other,1,44,2.0,13,0,0,46
34105,Operations,region_31,Bachelors,m,other,1,38,2.0,4,0,0,56
63145,Sales & Marketing,region_23,Masters & above,m,other,1,36,5.0,10,0,0,51
36507,Procurement,region_22,Masters & above,m,other,3,30,5.0,4,0,0,69
23749,Analytics,region_19,Bachelors,m,sourcing,1,28,3.0,6,0,0,83
55814,Finance,region_7,Below Secondary,f,sourcing,1,24,3.0,1,0,0,59
13492,Operations,region_17,Masters & above,m,other,1,33,4.0,8,0,0,59
65486,Operations,region_7,Below Secondary,m,other,1,29,3.0,4,0,0,63
67013,Technology,region_13,Bachelors,m,other,2,45,3.0,15,0,0,81
6607,Analytics,region_25,Bachelors,m,other,1,31,3.0,7,1,1,86
62884,Technology,region_23,Bachelors,f,sourcing,1,33,3.0,8,0,0,79
71793,Operations,region_11,Bachelors,f,sourcing,1,27,2.0,4,1,0,58
76887,Technology,region_2,Masters & above,f,sourcing,1,37,2.0,10,0,0,79
48996,Analytics,region_2,Bachelors,m,sourcing,1,27,4.0,4,0,0,87
46551,Operations,region_30,Bachelors,f,other,1,36,3.0,3,0,0,62
34062,Operations,region_28,Masters & above,m,other,1,35,1.0,9,0,0,62
14147,Operations,region_22,Bachelors,m,sourcing,1,40,5.0,12,1,0,63
68676,Procurement,region_8,Masters & above,f,sourcing,1,39,3.0,3,0,0,70
6966,Sales & Marketing,region_24,Bachelors,f,sourcing,1,31,5.0,5,0,0,46
36398,Analytics,region_21,Bachelors,m,sourcing,1,36,3.0,5,0,0,81
66320,Sales & Marketing,region_15,Bachelors,m,sourcing,2,35,2.0,4,0,0,54
7593,Operations,region_22,Bachelors,f,sourcing,1,30,2.0,4,0,0,59
12299,Sales & Marketing,region_14,Bachelors,m,other,1,50,1.0,19,0,0,53
2591,Sales & Marketing,region_17,Bachelors,m,sourcing,1,37,4.0,4,1,0,54
57093,Finance,region_2,Bachelors,m,referred,1,28,5.0,3,1,0,57
7791,Sales & Marketing,region_7,Bachelors,m,sourcing,1,40,5.0,6,0,0,50
73593,HR,region_2,Bachelors,f,sourcing,1,33,4.0,7,1,0,50
66716,Analytics,region_24,Masters & above,m,sourcing,1,32,3.0,7,0,0,81
68841,Analytics,region_22,Bachelors,m,sourcing,1,27,5.0,2,1,0,88
42355,R&D,region_15,Masters & above,m,sourcing,1,27,5.0,4,0,0,81
27490,HR,region_10,Masters & above,f,sourcing,1,33,3.0,8,1,0,54
20024,Legal,region_2,Bachelors,m,sourcing,1,28,1.0,5,1,0,60
73981,R&D,region_2,Masters & above,m,other,1,39,3.0,13,0,0,80
53994,Analytics,region_2,Masters & above,m,sourcing,1,56,3.0,18,0,0,83
45808,Analytics,region_4,Bachelors,m,sourcing,2,31,5.0,6,1,0,86
9979,Technology,region_2,Bachelors,m,other,2,54,3.0,27,0,0,78
1993,Analytics,region_31,Bachelors,m,other,2,34,5.0,9,1,0,83
11183,Operations,region_7,Bachelors,m,sourcing,1,38,5.0,8,0,0,61
649,Technology,region_7,Masters & above,f,other,3,40,3.0,7,0,0,78
6325,Operations,region_32,Bachelors,m,sourcing,2,33,5.0,2,0,0,65
25716,Operations,region_13,Bachelors,m,other,1,36,3.0,3,1,0,61
16475,Operations,region_7,Bachelors,m,other,1,56,5.0,25,1,0,59
39541,Sales & Marketing,region_4,Bachelors,m,other,1,25,,1,1,0,46
24985,Operations,region_23,Bachelors,f,other,1,35,5.0,4,1,0,61
31916,Sales & Marketing,region_2,Masters & above,m,sourcing,2,40,3.0,5,1,0,48
64561,Procurement,region_13,Bachelors,m,other,1,24,,1,1,0,71
4870,Procurement,region_13,Bachelors,m,other,2,36,3.0,11,0,0,69
58570,Procurement,region_2,Masters & above,f,other,1,31,4.0,10,1,0,71
67448,Sales & Marketing,region_18,Bachelors,m,other,1,29,,1,0,0,46
51154,Procurement,region_17,Masters & above,f,sourcing,1,40,3.0,5,0,0,71
51762,R&D,region_4,Masters & above,m,sourcing,1,36,3.0,4,0,0,88
44734,Technology,region_14,Bachelors,m,sourcing,1,31,4.0,4,1,0,81
40982,Operations,region_7,Bachelors,f,sourcing,1,33,5.0,5,1,0,61
51777,HR,region_2,Bachelors,f,other,1,52,5.0,16,0,0,48
77106,Operations,region_7,Bachelors,m,other,1,42,3.0,12,1,0,60
70117,Technology,region_15,Bachelors,m,other,1,29,3.0,2,0,0,84
10875,Operations,region_2,Bachelors,f,other,1,57,3.0,16,0,0,59
46175,Operations,region_15,Bachelors,f,other,1,30,4.0,3,1,0,59
27073,Operations,region_20,Masters & above,f,other,1,39,5.0,7,1,0,57
41865,Operations,region_14,Bachelors,f,sourcing,2,39,5.0,4,1,0,58
28520,Operations,region_2,Bachelors,m,sourcing,2,34,4.0,6,1,0,59
65352,Sales & Marketing,region_19,Bachelors,m,other,1,34,1.0,5,0,0,48
59844,Operations,region_29,Bachelors,m,other,1,30,3.0,2,1,0,59
33582,Sales & Marketing,region_7,Bachelors,m,sourcing,1,28,1.0,4,0,0,48
54117,Procurement,region_23,Masters & above,f,other,1,32,3.0,7,0,0,70
17382,Analytics,region_31,Bachelors,m,other,2,34,4.0,5,0,0,86
12204,Sales & Marketing,region_18,Bachelors,m,other,1,32,5.0,4,0,0,44
39582,Procurement,region_17,Masters & above,m,other,1,56,3.0,3,1,0,70
7866,Procurement,region_2,Masters & above,f,other,1,40,5.0,11,1,0,72
50018,Sales & Marketing,region_11,Bachelors,m,other,1,34,5.0,7,1,0,54
44282,Procurement,region_11,Bachelors,m,other,1,29,1.0,2,0,0,71
46193,Finance,region_28,Masters & above,f,sourcing,1,32,4.0,7,0,0,58
29610,Procurement,region_24,Masters & above,m,sourcing,1,31,1.0,5,0,0,69
40384,Sales & Marketing,region_2,Bachelors,f,other,1,47,5.0,6,0,0,48
46851,Operations,region_14,Bachelors,m,sourcing,1,40,3.0,4,0,0,59
58386,Analytics,region_25,Masters & above,m,other,1,33,4.0,5,0,0,89
19570,Sales & Marketing,region_13,Bachelors,m,other,2,35,2.0,7,0,0,51
54948,Technology,region_2,Bachelors,f,other,1,35,3.0,9,0,0,79
36393,Technology,region_2,Bachelors,f,sourcing,1,60,4.0,29,0,0,73
74360,Technology,region_2,Bachelors,f,sourcing,1,42,2.0,10,0,0,82
56947,Technology,region_26,Bachelors,m,sourcing,4,27,,1,0,0,80
34611,Operations,region_8,Bachelors,m,sourcing,1,28,4.0,3,0,0,58
705,Technology,region_26,Bachelors,m,other,1,32,5.0,4,1,0,92
1083,Analytics,region_31,Bachelors,m,other,1,37,3.0,6,1,0,83
52217,Procurement,region_31,Bachelors,m,sourcing,1,41,1.0,13,0,0,71
62359,Procurement,region_23,Bachelors,m,other,1,33,3.0,6,1,0,68
45919,Technology,region_2,Masters & above,f,sourcing,1,38,3.0,8,0,0,80
58618,Technology,region_11,Bachelors,m,other,1,30,1.0,5,0,0,75
78062,Operations,region_11,Masters & above,m,other,2,44,5.0,18,1,0,53
53448,Operations,region_13,Masters & above,m,sourcing,1,35,3.0,3,1,0,60
34722,Technology,region_23,Masters & above,m,other,1,41,3.0,6,0,0,79
40864,Analytics,region_7,Bachelors,m,other,2,41,3.0,9,0,0,83
21630,Sales & Marketing,region_6,Bachelors,m,other,1,28,,1,0,0,52
13884,Operations,region_4,Bachelors,m,other,1,30,,1,1,0,57
39049,Operations,region_2,Masters & above,m,other,1,34,4.0,7,0,0,57
20681,R&D,region_2,Bachelors,m,other,1,38,1.0,5,1,0,87
47215,Sales & Marketing,region_2,Bachelors,f,other,2,31,5.0,5,1,0,50
77121,Procurement,region_23,Masters & above,m,sourcing,1,36,2.0,6,0,0,72
2788,Finance,region_2,,m,other,1,44,3.0,15,0,0,58
8234,Analytics,region_29,Bachelors,m,other,1,31,3.0,4,1,0,82
33797,Sales & Marketing,region_22,Bachelors,m,sourcing,2,20,,1,1,0,46
40053,Sales & Marketing,region_22,Bachelors,m,sourcing,1,35,3.0,5,1,0,54
35086,Sales & Marketing,region_31,Bachelors,m,sourcing,1,38,3.0,8,1,0,49
68409,Sales & Marketing,region_7,Bachelors,f,other,2,30,1.0,5,0,0,48
69607,Operations,region_20,Masters & above,f,other,1,33,5.0,3,0,0,75
39938,Procurement,region_26,Bachelors,f,other,1,44,3.0,10,0,0,67
36271,Technology,region_6,Bachelors,f,other,1,34,2.0,6,0,0,76
5229,Operations,region_16,Masters & above,m,other,1,32,3.0,4,1,0,59
62627,Technology,region_10,Masters & above,m,other,1,33,3.0,5,1,0,78
68952,Sales & Marketing,region_2,Bachelors,m,sourcing,2,53,5.0,4,0,0,54
18989,Sales & Marketing,region_2,Bachelors,m,other,1,35,5.0,4,1,0,50
30659,Technology,region_2,Bachelors,m,sourcing,2,36,4.0,7,0,0,80
49795,Analytics,region_22,Bachelors,f,other,3,30,3.0,4,0,0,84
52424,Technology,region_22,Bachelors,f,sourcing,1,26,3.0,2,0,0,77
22234,Analytics,region_4,Masters & above,m,other,1,35,5.0,7,1,0,85
14215,Technology,region_23,Masters & above,m,sourcing,2,35,3.0,4,1,0,80
37643,Procurement,region_2,Bachelors,m,sourcing,2,49,3.0,3,1,0,73
47312,Operations,region_13,Bachelors,m,other,1,38,4.0,7,1,0,65
39929,Sales & Marketing,region_2,,m,sourcing,2,24,3.0,2,0,0,49
14894,Operations,region_13,Bachelors,m,other,2,30,5.0,4,1,0,61
66575,Sales & Marketing,region_2,Bachelors,m,sourcing,2,53,4.0,12,0,0,48
5027,Sales & Marketing,region_15,Bachelors,m,other,1,27,,1,0,0,48
76859,Sales & Marketing,region_2,Masters & above,f,other,1,41,4.0,3,1,0,49
10378,Finance,region_23,Masters & above,m,sourcing,3,36,3.0,7,0,0,58
47913,Technology,region_27,Bachelors,f,other,1,26,,1,0,0,85
53384,Operations,region_8,Bachelors,m,sourcing,2,26,1.0,4,1,0,53
